1039
987
1058
1001
950
1006
1024
967
1007
961
AAAAAAAAAAAAAAA
0,0
1,169
2,193
3,262
4,323
5,466
6,710
7,1005
8,1437
9,2225
10,3210
AAAAAAAAAAA
10000
AAAAAAAAAAA
0,1626564
0,1955421
0,247637
0,3226773
0,4905263
0,7057654
0,9814453
1,486039
2,209533
3,340271
