1016
1094
1002
962
971
1030
951
983
983
1007
AAAAAAAAAAAAAAA
0,0
1,12
2,97
3,203
4,362
5,631
6,935
7,1255
8,1684
9,2133
10,2687
AAAAAAAAAAA
9999
AAAAAAAAAAA
0,01181102
0,08866545
0,2025948
0,3762994
0,6498455
0,907767
1,319664
1,713123
2,169888
2,668322
