43
267
1045
2246
2797
2202
1047
287
59
3
AAAAAAAAAAAAAAA
0,0
1,0
2,15
3,203
4,1161
5,2792
6,3222
7,1934
8,576
9,93
10,4
AAAAAAAAAAA
10000
AAAAAAAAAAA
0
0,05617978
0,1942584
0,516919
0,9982124
1,463215
1,847182
2,006969
1,576271
1,333333
