260;<8. 2. 5>;0;0;;;;;;;
261;<5. 6. 7>;2;2;192;38017;;;;;
262;<2. 1. 10>;0;0;;;;;;;
263;<6. 3. 5>;0;0;;;;;;;
264;<6. 1. 4>;0;0;;;;;;;
265;<6. 1. 3>;1;1;44829;;;;;;
266;<4. 3. 3>;0;0;;;;;;;
267;<5. 3. 5>;0;0;;;;;;;
268;<6. 1. 6>;0;0;;;;;;;
269;<5. 2. 9>;0;0;;;;;;;
270;<7. 4. 10>;0;0;;;;;;;
271;<5. 2. 5>;0;0;;;;;;;
272;<7. 1. 1>;1;1;97929;;;;;;
273;<6. 3. 6>;1;1;40549;;;;;;
274;<7. 1. 1>;0;0;;;;;;;
275;<4. 4. 4>;1;1;82479;;;;;;
276;<5. 2. 7>;0;0;;;;;;;
277;<7. 1. 3>;3;3;54520;55406;88897;;;;
278;<5. 3. 7>;0;0;;;;;;;
279;<5. 2. 2>;0;0;;;;;;;
280;<5. 5. 7>;1;1;21697;;;;;;
281;<5. 1. 1>;2;2;39990;68393;;;;;
282;<8. 6. 3>;1;1;83602;;;;;;
283;<7. 1. 8>;0;0;;;;;;;
284;<4. 4. 4>;2;2;4812;76626;;;;;
285;<8. 3. 7>;2;2;90317;95745;;;;;
286;<6. 1. 1>;0;0;;;;;;;
287;<9. 2. 4>;0;0;;;;;;;
288;<6. 3. 5>;0;0;;;;;;;
289;<5. 1. 8>;0;0;;;;;;;
290;<5. 4. 2>;0;0;;;;;;;
291;<7. 2. 3>;0;0;;;;;;;
292;<5. 1. 5>;0;0;;;;;;;
293;<5. 3. 1>;1;1;50471;;;;;;
294;<5. 2. 7>;0;0;;;;;;;
295;<6. 3. 1>;0;0;;;;;;;
296;<4. 1. 1>;2;2;40496;88817;;;;;
297;<4. 1. 2>;2;2;17451;22783;;;;;
298;<6. 1. 2>;2;2;29736;85044;;;;;
299;<7. 2. 5>;1;1;60178;;;;;;
300;<5. 2. 9>;0;0;;;;;;;
301;<7. 4. 5>;3;3;21225;32719;60072;;;;
302;<5. 1. 2>;2;2;65965;96293;;;;;
303;<8. 4. 3>;2;2;13813;56465;;;;;
304;<1. 1. 1>;1;1;58606;;;;;;
305;<6. 1. 4>;1;1;82606;;;;;;
306;<7. 4. 5>;0;0;;;;;;;
307;<4. 1. 5>;2;2;9450;10554;;;;;
308;<7. 3. 9>;1;1;29698;;;;;;
309;<4. 3. 7>;0;0;;;;;;;
310;<6. 4. 4>;3;3;11685;45634;66195;;;;
311;<7. 2. 5>;2;2;12164;70732;;;;;
312;<5. 1. 1>;0;0;;;;;;;
313;<7. 1. 4>;0;0;;;;;;;
314;<6. 2. 5>;0;0;;;;;;;
315;<6. 2. 3>;1;1;96205;;;;;;
316;<7. 1. 1>;2;2;45992;63364;;;;;
317;<6. 1. 6>;0;0;;;;;;;
318;<9. 3. 3>;0;0;;;;;;;
319;<4. 2. 7>;0;0;;;;;;;
320;<5. 1. 5>;3;3;16463;50911;89763;;;;
321;<6. 2. 3>;0;0;;;;;;;
322;<1. 3. 5>;2;2;5702;45741;;;;;
323;<5. 2. 1>;2;2;31981;83963;;;;;
324;<3. 2. 4>;2;2;13131;89311;;;;;
325;<4. 4. 5>;0;0;;;;;;;
326;<6. 2. 1>;0;0;;;;;;;
327;<8. 3. 3>;0;0;;;;;;;
328;<4. 1. 1>;1;1;83191;;;;;;
329;<5. 1. 4>;1;1;92248;;;;;;
330;<4. 3. 1>;0;0;;;;;;;
331;<5. 2. 7>;3;3;41992;56754;68601;;;;
332;<3. 2. 7>;4;4;27974;62682;79013;82064;;;
333;<8. 1. 1>;2;2;9565;91975;;;;;
334;<6. 2. 6>;1;1;39335;;;;;;
335;<6. 1. 5>;1;1;37080;;;;;;
336;<5. 3. 4>;0;0;;;;;;;
337;<5. 3. 8>;1;1;3353;;;;;;
338;<6. 1. 6>;3;3;65134;67375;72067;;;;
339;<5. 2. 8>;1;1;55577;;;;;;
340;<6. 2. 1>;0;0;;;;;;;
341;<7. 1. 4>;0;0;;;;;;;
342;<3. 2. 4>;0;0;;;;;;;
343;<4. 1. 8>;0;0;;;;;;;
344;<4. 4. 2>;0;0;;;;;;;
345;<9. 4. 1>;0;0;;;;;;;
346;<6. 4. 3>;0;0;;;;;;;
347;<3. 3. 4>;0;0;;;;;;;
348;<5. 1. 6>;2;2;59099;97286;;;;;
349;<5. 1. 2>;0;0;;;;;;;
350;<4. 3. 4>;0;0;;;;;;;
351;<7. 3. 7>;1;1;18281;;;;;;
352;<7. 2. 1>;1;1;67183;;;;;;
353;<5. 4. 5>;0;0;;;;;;;
354;<6. 5. 7>;1;1;70173;;;;;;
355;<6. 2. 2>;1;1;25464;;;;;;
356;<4. 1. 1>;1;1;5128;;;;;;
357;<3. 5. 4>;1;1;94375;;;;;;
358;<6. 1. 3>;0;0;;;;;;;
359;<5. 2. 5>;1;1;59378;;;;;;
360;<5. 2. 3>;1;1;92042;;;;;;
361;<6. 1. 6>;1;1;38184;;;;;;
362;<5. 2. 1>;0;0;;;;;;;
363;<6. 1. 2>;1;1;72354;;;;;;
364;<7. 3. 3>;0;0;;;;;;;
365;<4. 4. 9>;2;2;12066;68505;;;;;
366;<4. 1. 1>;1;1;1304;;;;;;
367;<7. 4. 1>;1;1;18273;;;;;;
368;<4. 2. 4>;0;0;;;;;;;
369;<5. 3. 5>;1;1;96887;;;;;;
370;<7. 2. 9>;0;0;;;;;;;
371;<6. 2. 1>;0;0;;;;;;;
372;<5. 1. 5>;0;0;;;;;;;
373;<4. 2. 7>;2;2;64598;93916;;;;;
374;<6. 1. 6>;2;2;44045;62562;;;;;
375;<6. 1. 3>;0;0;;;;;;;
376;<7. 2. 6>;1;1;97163;;;;;;
377;<4. 2. 1>;0;0;;;;;;;
378;<9. 1. 8>;2;2;24279;88125;;;;;
379;<4. 2. 1>;1;1;70887;;;;;;
380;<7. 1. 1>;4;4;23364;55686;81613;92209;;;
381;<5. 3. 4>;0;0;;;;;;;
382;<4. 2. 5>;1;1;18541;;;;;;
383;<6. 2. 7>;1;1;32181;;;;;;
384;<5. 1. 6>;0;0;;;;;;;
385;<7. 2. 7>;1;1;56780;;;;;;
386;<6. 2. 9>;2;2;6146;91662;;;;;
387;<5. 4. 1>;3;3;8877;48590;78554;;;;
388;<4. 1. 3>;2;2;80137;88351;;;;;
389;<5. 1. 4>;2;2;23760;70864;;;;;
390;<7. 2. 1>;1;1;79174;;;;;;
391;<6. 5. 2>;2;2;56810;94256;;;;;
392;<5. 1. 1>;1;1;91457;;;;;;
393;<6. 2. 5>;1;1;4036;;;;;;
394;<7. 1. 4>;1;1;95214;;;;;;
395;<7. 3. 2>;1;1;29203;;;;;;
396;<6. 3. 3>;0;0;;;;;;;
397;<6. 3. 6>;2;2;234;27088;;;;;
398;<4. 4. 5>;1;1;27162;;;;;;
399;<5. 2. 4>;3;3;22164;30613;82895;;;;
400;<6. 2. 2>;0;0;;;;;;;
401;<7. 1. 1>;1;1;42609;;;;;;
402;<6. 4. 2>;0;0;;;;;;;
403;<6. 3. 1>;3;3;20414;90672;94732;;;;
404;<5. 2. 10>;3;3;13305;31181;41400;;;;
405;<5. 1. 1>;1;1;32297;;;;;;
406;<5. 4. 3>;1;1;70180;;;;;;
407;<5. 1. 3>;2;2;32579;67433;;;;;
408;<5. 1. 3>;2;2;52457;87254;;;;;
409;<7. 2. 10>;0;0;;;;;;;
410;<7. 2. 9>;0;0;;;;;;;
411;<3. 4. 1>;1;1;62373;;;;;;
412;<5. 1. 2>;0;0;;;;;;;
413;<5. 1. 2>;0;0;;;;;;;
414;<7. 2. 7>;1;1;14236;;;;;;
415;<5. 1. 7>;2;2;2551;24725;;;;;
416;<4. 1. 5>;1;1;51560;;;;;;
417;<3. 1. 5>;2;2;65576;96924;;;;;
418;<7. 1. 5>;2;2;53706;66675;;;;;
419;<5. 1. 2>;0;0;;;;;;;
420;<6. 1. 1>;3;3;6549;29642;79826;;;;
421;<6. 2. 5>;1;1;58833;;;;;;
422;<6. 1. 3>;2;2;75523;99774;;;;;
423;<7. 2. 4>;1;1;86493;;;;;;
424;<5. 2. 1>;0;0;;;;;;;
425;<5. 5. 2>;0;0;;;;;;;
426;<3. 3. 1>;0;0;;;;;;;
427;<7. 1. 4>;0;0;;;;;;;
428;<6. 1. 1>;4;4;48501;52771;91982;96132;;;
429;<5. 4. 6>;2;2;49621;84066;;;;;
430;<4. 1. 3>;0;0;;;;;;;
431;<4. 3. 6>;1;1;48703;;;;;;
432;<3. 2. 1>;2;2;14885;41974;;;;;
433;<5. 3. 2>;1;1;72358;;;;;;
434;<7. 2. 2>;0;0;;;;;;;
435;<5. 3. 3>;1;1;35853;;;;;;
436;<6. 2. 4>;2;2;41199;90690;;;;;
437;<5. 3. 1>;4;4;2389;45730;55198;87648;;;
438;<6. 1. 2>;1;1;27179;;;;;;
439;<5. 1. 3>;0;0;;;;;;;
440;<7. 2. 5>;0;0;;;;;;;
441;<5. 2. 1>;4;4;11734;33735;47818;62006;;;
442;<7. 1. 4>;0;0;;;;;;;
443;<5. 4. 6>;1;1;82567;;;;;;
444;<4. 1. 1>;2;2;38997;51590;;;;;
445;<5. 2. 1>;1;1;50358;;;;;;
446;<5. 2. 1>;1;1;24954;;;;;;
447;<3. 4. 2>;0;0;;;;;;;
448;<7. 2. 4>;1;1;96067;;;;;;
449;<4. 2. 3>;1;1;73512;;;;;;
450;<5. 2. 1>;2;2;13637;56623;;;;;
451;<6. 3. 4>;0;0;;;;;;;
452;<5. 2. 4>;2;2;14298;22800;;;;;
453;<7. 3. 6>;2;2;88404;91026;;;;;
454;<6. 5. 4>;0;0;;;;;;;
455;<7. 4. 1>;1;1;39594;;;;;;
456;<6. 3. 10>;0;0;;;;;;;
457;<6. 2. 3>;2;2;27639;40679;;;;;
458;<9. 2. 4>;1;1;30989;;;;;;
459;<6. 3. 3>;2;2;13997;88370;;;;;
460;<5. 2. 7>;1;1;57395;;;;;;
461;<8. 3. 2>;0;0;;;;;;;
462;<7. 3. 6>;1;1;28727;;;;;;
463;<5. 3. 9>;2;2;50237;52523;;;;;
464;<7. 3. 3>;1;1;41402;;;;;;
465;<6. 5. 4>;2;2;9265;67948;;;;;
466;<7. 2. 6>;1;1;12789;;;;;;
467;<7. 3. 3>;0;0;;;;;;;
468;<6. 2. 2>;1;1;70481;;;;;;
469;<5. 3. 6>;0;0;;;;;;;
470;<7. 4. 2>;2;2;14190;57234;;;;;
471;<5. 3. 4>;0;0;;;;;;;
472;<5. 2. 2>;2;2;36956;52606;;;;;
473;<5. 1. 4>;2;2;44411;45183;;;;;
474;<5. 1. 3>;0;0;;;;;;;
475;<6. 2. 1>;0;0;;;;;;;
476;<6. 1. 7>;1;1;34027;;;;;;
477;<5. 4. 5>;2;2;12714;33272;;;;;
478;<6. 4. 2>;3;3;57308;77770;87623;;;;
479;<4. 1. 4>;0;0;;;;;;;
480;<5. 1. 2>;2;2;18910;94065;;;;;
481;<7. 3. 2>;0;0;;;;;;;
482;<5. 1. 2>;2;2;8550;67928;;;;;
483;<5. 4. 9>;2;2;21342;51368;;;;;
484;<6. 6. 2>;0;0;;;;;;;
485;<4. 2. 4>;1;1;69212;;;;;;
486;<8. 4. 3>;0;0;;;;;;;
487;<6. 1. 1>;0;0;;;;;;;
488;<5. 1. 9>;1;1;63372;;;;;;
489;<7. 1. 1>;0;0;;;;;;;
490;<5. 3. 3>;1;1;23933;;;;;;
491;<5. 1. 5>;1;1;57546;;;;;;
492;<7. 1. 2>;3;3;17753;86122;91228;;;;
493;<6. 3. 1>;0;0;;;;;;;
494;<3. 1. 2>;2;2;7007;21368;;;;;
495;<5. 1. 3>;2;2;9099;27225;;;;;
496;<5. 7. 3>;1;1;47273;;;;;;
497;<3. 1. 4>;2;2;11967;99616;;;;;
498;<3. 2. 5>;0;0;;;;;;;
499;<5. 5. 1>;0;0;;;;;;;
500;<4. 2. 5>;3;3;20752;22650;25198;;;;
501;<6. 1. 1>;3;3;10815;50110;89204;;;;
502;<6. 3. 8>;1;1;81327;;;;;;
503;<7. 3. 4>;1;1;15171;;;;;;
504;<5. 2. 1>;1;1;19616;;;;;;
505;<6. 1. 8>;0;0;;;;;;;
506;<4. 3. 2>;1;1;27489;;;;;;
507;<2. 3. 7>;1;1;27953;;;;;;
508;<4. 2. 1>;1;1;93629;;;;;;
509;<6. 3. 1>;0;0;;;;;;;
510;<4. 3. 4>;1;1;10629;;;;;;
511;<5. 1. 4>;1;1;32003;;;;;;
512;<5. 1. 1>;0;0;;;;;;;
513;<4. 1. 5>;1;1;33869;;;;;;
514;<5. 3. 1>;5;5;18908;19924;39507;55899;79161;;
515;<5. 2. 3>;1;1;80705;;;;;;
516;<2. 3. 1>;2;2;15760;94942;;;;;
517;<6. 1. 3>;0;0;;;;;;;
518;<6. 4. 6>;1;1;60268;;;;;;
519;<4. 2. 6>;0;0;;;;;;;
520;<3. 2. 1>;1;1;40124;;;;;;
521;<8. 1. 2>;1;1;54465;;;;;;
522;<6. 1. 2>;0;0;;;;;;;
523;<5. 2. 1>;0;0;;;;;;;
524;<8. 1. 4>;0;0;;;;;;;
525;<5. 2. 7>;1;1;55624;;;;;;
526;<7. 1. 6>;0;0;;;;;;;
527;<9. 1. 3>;2;2;27209;37686;;;;;
528;<7. 3. 2>;1;1;80835;;;;;;
529;<5. 1. 1>;2;2;24711;93147;;;;;
530;<6. 1. 8>;0;0;;;;;;;
531;<5. 3. 10>;1;1;38534;;;;;;
532;<6. 2. 7>;0;0;;;;;;;
533;<7. 3. 1>;2;2;18001;39132;;;;;
534;<8. 3. 7>;1;1;38810;;;;;;
535;<7. 2. 3>;3;3;9361;71328;92574;;;;
536;<6. 1. 1>;0;0;;;;;;;
537;<3. 2. 1>;0;0;;;;;;;
538;<6. 2. 1>;1;1;60443;;;;;;
539;<5. 6. 7>;1;1;87725;;;;;;
540;<3. 2. 1>;1;1;36845;;;;;;
541;<6. 4. 3>;1;1;38983;;;;;;
542;<6. 4. 6>;1;1;99601;;;;;;
543;<5. 2. 5>;3;3;11083;49212;50689;;;;
544;<5. 3. 6>;0;0;;;;;;;
545;<4. 4. 5>;1;1;96231;;;;;;
546;<4. 2. 6>;1;1;39959;;;;;;
547;<2. 2. 1>;2;2;54460;55561;;;;;
548;<7. 2. 3>;3;3;30327;36528;58122;;;;
549;<6. 3. 3>;1;1;55246;;;;;;
550;<5. 4. 4>;0;0;;;;;;;
551;<4. 1. 4>;2;2;68971;88576;;;;;
552;<6. 3. 1>;1;1;16776;;;;;;
553;<4. 1. 1>;3;3;18471;31844;90168;;;;
554;<2. 2. 4>;0;0;;;;;;;
555;<7. 2. 5>;0;0;;;;;;;
556;<6. 1. 1>;1;1;26998;;;;;;
