191;<9. 6. 5>;0;1821;3415;4093;5354;5531;5862;8650;
192;<10. 10. 7>;6;93;3343;6117;6154;6308;7879;7954;9519;
193;<3. 4. 9>;0;14;1444;3254;5861;5935;6113;8624;
194;<8. 7. 10>;5;22;1768;5536;8180;8519;9047;
195;<7. 2. 4>;0;2296;2318;2792;4153;4996;5999;6757;7938;9074;9093;
196;<7. 3. 10>;0;3203;5415;6172;8041;8128;8855;
197;<3. 1. 7>;0;2476;4007;4288;5124;9338;9564;
198;<5. 1. 1>;0;951;1574;1743;1899;3673;3875;4968;5471;7947;8688;9298;9547;
199;<9. 6. 1>;0;406;726;1154;3141;4410;4590;4769;5066;5244;5742;6326;7645;
200;<8. 3. 8>;2;2292;7326;7914;9122;
201;<1. 10. 7>;0;377;1079;7055;
202;<7. 3. 1>;0;2734;4452;4993;7786;7893;
203;<2. 3. 10>;1;1066;1339;2273;2827;3728;4375;7103;7483;7748;8975;9372;
204;<8. 10. 9>;5;1112;1631;2327;3538;6960;7947;8425;9100;9136;
205;<8. 10. 10>;6;2248;6197;7016;9180;9276;9596;
206;<2. 5. 1>;0;269;2279;2782;3704;5374;6284;6442;9161;9762;9807;
207;<3. 10. 9>;1;564;5109;8920;9289;
208;<1. 8. 9>;2;1402;3168;4703;6372;6431;7503;
209;<10. 8. 4>;5;344;5514;6891;7661;8006;8881;9987;
210;<4. 1. 3>;0;940;2794;2998;4550;9159;
211;<8. 9. 8>;3;1932;3297;3394;5924;8026;
212;<10. 1. 5>;0;268;668;912;2137;2244;2507;3071;4232;5929;8493;9956;
213;<2. 2. 5>;0;3054;3313;4398;5529;7665;8105;8336;
214;<8. 7. 9>;7;146;367;379;1693;1941;2243;2464;3310;6350;6981;7211;7536;7696;9348;
215;<9. 7. 6>;1;1955;3989;4411;4939;4942;8837;
216;<9. 2. 4>;1;1500;2821;2988;3849;4104;6845;7165;7330;8620;9732;9985;
217;<8. 10. 10>;5;854;3403;4667;5483;6995;8352;
218;<10. 8. 1>;3;142;1222;1710;3057;4541;6610;7406;
219;<2. 9. 4>;0;842;1067;1153;1230;2812;7462;8798;
220;<4. 9. 5>;0;756;2223;2925;4574;6003;7029;8403;
221;<10. 2. 4>;1;235;6305;7888;9518;
222;<8. 9. 7>;3;532;1707;2307;2564;4320;4980;5443;5490;
223;<10. 5. 7>;3;629;1423;3867;4442;5164;6843;7646;
224;<3. 10. 10>;2;66;458;1043;4607;5678;6872;7458;8320;8504;9061;
225;<2. 5. 5>;0;4144;5870;6488;7591;8350;8724;9765;
226;<6. 8. 1>;0;550;1338;2829;3949;5229;5493;6308;8388;9051;9915;
227;<1. 7. 5>;0;31;883;5890;6197;7213;7950;
228;<4. 9. 8>;1;408;5289;6170;7143;8099;
229;<2. 5. 6>;0;2607;4886;4924;8887;
230;<4. 2. 1>;0;160;2579;4274;4755;5555;5889;6793;7339;
231;<8. 6. 2>;0;2342;2437;3567;4340;4412;4689;5472;5504;7541;7599;
232;<4. 5. 4>;0;1077;2580;4055;4372;4916;9350;9718;
233;<7. 7. 3>;0;3424;4050;6544;6752;8499;
234;<4. 6. 6>;0;3361;3468;3836;4322;4536;6053;6177;
235;<5. 5. 4>;0;2317;3560;4771;5024;5831;9348;
236;<3. 7. 6>;0;1349;2299;4671;4928;4941;5492;6734;6760;8832;9385;9614;9629;
237;<10. 3. 6>;1;1625;2531;2895;3177;3525;5568;5795;6438;7990;8039;8063;8873;9820;
238;<6. 8. 4>;1;158;334;1884;1907;3524;5776;7152;8197;8741;
239;<1. 6. 2>;0;2926;3871;4105;6418;8553;9629;
240;<1. 1. 6>;0;894;1274;3483;3598;4517;6096;9467;
241;<1. 8. 10>;1;177;3343;4235;6316;9294;
242;<3. 1. 10>;1;2695;3455;6556;6874;8445;
243;<7. 10. 3>;2;54;618;1866;3090;3728;6980;7743;7796;9118;
244;<2. 4. 9>;0;2215;4770;5606;6253;6743;6765;7474;8185;9315;9482;
245;<3. 10. 9>;1;3272;4696;5364;8280;
246;<1. 4. 7>;0;2820;4947;5364;5649;7847;9194;
247;<5. 3. 4>;0;1433;1819;1978;2392;3697;5005;6612;7345;8352;
248;<1. 3. 10>;0;591;2826;6824;9731;
249;<4. 2. 2>;0;828;918;1575;2881;4421;5358;5497;6027;
250;<1. 1. 9>;0;2065;2201;4792;4946;5028;9556;
251;<7. 6. 7>;0;4283;5751;6504;7724;7930;9071;9490;
252;<2. 6. 4>;0;2147;2797;4834;5263;5310;7447;9340;
253;<8. 9. 1>;0;6557;6977;8660;
254;<2. 6. 2>;0;1855;5237;6373;9589;
255;<2. 5. 3>;0;4598;6513;6617;8806;
256;<7. 4. 10>;1;2095;2300;4885;5116;8141;8293;9464;
257;<7. 9. 6>;2;2665;3203;5244;5525;6914;8582;8691;9479;
258;<2. 8. 6>;0;582;2963;6469;6979;8648;
259;<1. 6. 2>;0;2018;3500;
260;<1. 1. 2>;0;2249;3298;5279;5647;6415;8105;8718;9351;9475;
261;<6. 2. 9>;0;556;1401;2373;2485;3869;5281;5574;8077;8956;
262;<7. 7. 10>;3;255;699;2104;2144;4456;5168;6457;
263;<8. 8. 9>;8;558;875;1034;2443;4712;6192;6394;6841;9674;
264;<8. 8. 2>;2;2672;2933;4351;5055;5418;
265;<8. 4. 4>;0;554;2235;2637;3334;4138;4738;7376;
266;<7. 7. 7>;0;765;1203;5573;6779;7024;
267;<10. 3. 5>;0;3057;5198;6552;6898;7577;8108;
268;<4. 4. 4>;0;878;1113;1214;1604;4047;5059;6967;8188;8560;9184;
269;<5. 8. 9>;4;534;548;1763;2195;4437;5250;7390;9074;
270;<3. 7. 6>;0;3711;4055;7008;7456;7821;9000;
271;<1. 2. 1>;0;527;647;681;975;2020;3630;6174;6752;7375;
272;<5. 8. 9>;4;174;1491;4448;5605;6261;6750;7480;
273;<1. 10. 4>;0;150;1823;3571;5724;8838;
274;<10. 9. 10>;7;4323;5125;5513;6176;6677;7947;8826;
275;<7. 10. 1>;0;1969;3828;6079;7222;8482;
276;<2. 3. 9>;0;1542;1923;3016;5114;7147;
277;<1. 1. 8>;0;170;1742;2775;5287;6447;6833;8650;9473;
278;<7. 2. 1>;0;4039;5579;6874;
279;<4. 2. 4>;0;801;2948;3409;3751;4898;5182;5333;5758;6311;8776;8815;9829;9963;
280;<8. 8. 4>;3;1659;1779;2893;4796;5051;5209;6689;7105;7571;
281;<8. 6. 8>;3;4079;7689;9116;9172;
282;<8. 3. 3>;0;2718;5878;5908;7094;7422;7686;
283;<8. 1. 4>;0;1850;5851;9054;
284;<2. 5. 2>;0;88;1546;1754;3378;4759;5594;6209;7107;7788;8313;9252;9577;
285;<4. 4. 5>;0;653;3664;4028;4414;9347;9501;
286;<7. 3. 6>;0;784;1399;3220;3304;6166;6268;8619;9631;
287;<9. 2. 8>;0;269;2043;4385;5464;7335;7826;
288;<7. 1. 3>;0;963;4962;5326;6332;6611;9195;9583;
289;<1. 7. 10>;1;217;1398;3976;4612;5451;8134;8330;
290;<9. 8. 7>;3;127;1109;4804;7392;8747;8787;9090;9825;
291;<9. 8. 10>;5;1817;3361;4098;6221;6299;8223;
292;<3. 4. 6>;0;129;720;773;1114;3467;3980;6770;6860;6866;7661;8813;9826;
293;<3. 3. 8>;0;990;3786;3860;3911;4178;4227;5060;7283;9979;
294;<7. 7. 9>;4;646;2843;2951;5421;5636;8667;9137;
295;<4. 1. 8>;0;1225;1636;2181;5479;6464;9121;
296;<4. 3. 3>;0;21;2252;2450;2799;3246;5091;7527;7797;7972;8031;9418;
297;<3. 5. 8>;0;200;255;303;701;2593;3627;3960;4112;6030;6234;7031;7292;8109;8642;
298;<6. 9. 7>;0;229;445;817;3253;4168;4197;4488;
299;<1. 1. 10>;0;389;2996;4175;9187;9490;
300;<4. 9. 7>;1;3040;3307;6372;6780;7120;8962;
301;<10. 6. 5>;1;3864;7984;8881;8951;
302;<3. 2. 7>;0;194;1389;7901;8308;9524;9631;
303;<3. 1. 5>;0;983;4907;5252;8674;8724;9228;9546;
304;<2. 3. 9>;0;171;2620;2626;4396;5231;5516;6025;8359;
305;<6. 1. 7>;0;704;1207;1368;2057;2977;6918;8839;9152;
306;<4. 2. 1>;0;366;376;1129;1618;1897;2187;3743;7393;8089;8442;8629;
307;<10. 4. 1>;0;1120;5282;5324;5894;6340;6831;7261;7910;9239;9598;9906;
308;<9. 3. 1>;0;1879;
309;<3. 7. 6>;0;257;1857;2306;3453;4353;4401;4450;5363;7545;
310;<1. 1. 10>;0;1397;4662;6632;8722;9607;9658;
311;<9. 4. 7>;1;475;511;3250;5288;5546;6863;6962;8696;
312;<10. 9. 5>;7;683;1063;1399;1868;2384;5753;6057;6398;6600;7015;7168;8001;9194;9798;
313;<9. 6. 4>;0;3650;3711;5519;5589;6447;7653;8174;9618;
314;<6. 5. 6>;1;1525;3133;3275;5171;6985;7894;
315;<4. 2. 10>;0;360;826;1223;1564;4995;5528;6599;
316;<9. 4. 2>;0;586;1662;2252;2474;9141;
317;<9. 2. 9>;3;64;164;216;2286;3428;3868;5966;6655;7462;7909;9399;
318;<5. 6. 7>;0;2660;3338;3753;4518;4965;6120;7060;7480;8086;8323;
319;<10. 2. 9>;0;1992;2231;2606;4593;4825;8048;9898;
320;<8. 5. 1>;0;2210;2581;3852;9683;9717;
321;<3. 3. 6>;0;550;1409;2131;2156;3557;5454;5716;6498;7249;8891;9754;
322;<4. 7. 8>;2;1533;2061;2196;2342;2634;3297;4300;5200;5749;7116;7704;9197;9548;
323;<6. 4. 6>;1;1503;1580;2123;4924;8088;9201;9971;
324;<2. 3. 8>;0;2073;6141;6245;6846;8934;9712;9923;
325;<8. 9. 3>;0;600;4806;5516;7213;
326;<3. 2. 7>;0;345;1951;5166;5209;7307;7432;8342;9270;
327;<6. 2. 9>;0;1441;2159;3579;3900;6203;6217;7074;7563;8821;9476;
328;<2. 5. 3>;0;934;1475;3061;3482;4231;7633;9805;
329;<1. 9. 1>;0;1237;1755;2135;4357;4599;5487;6011;6174;7926;8549;
330;<9. 5. 6>;0;1097;5083;6118;8810;
331;<2. 10. 7>;3;1945;3067;4919;5176;5435;7800;9917;
332;<1. 9. 10>;2;1319;1829;5578;7631;7727;7943;8853;8974;
333;<4. 1. 2>;0;1296;5657;5703;7730;8889;
334;<3. 7. 9>;0;777;6272;8483;9076;
335;<8. 4. 7>;0;5173;5477;9384;9978;
336;<5. 7. 2>;0;930;2548;2712;7740;8374;
337;<1. 1. 7>;0;1315;1610;5094;5825;7540;8716;
338;<5. 4. 4>;0;1135;3523;5792;
339;<4. 8. 3>;0;2854;3032;3480;3801;4088;7197;
340;<5. 4. 1>;0;110;114;760;2512;2911;3220;3739;5137;6184;6567;9626;9953;
341;<5. 1. 10>;0;91;1473;1795;2312;5785;8006;8413;9367;
342;<6. 2. 2>;0;3631;4445;5892;8623;
343;<1. 4. 3>;0;452;3813;4851;6334;6628;9245;9634;9773;
344;<9. 9. 7>;5;345;2203;3301;4210;5925;
345;<8. 6. 7>;1;130;387;836;4587;5225;6436;8576;9561;
346;<3. 5. 6>;0;329;1496;2007;2394;3946;4135;4693;6815;7238;9300;
347;<7. 2. 2>;0;1109;2780;3534;3961;4969;5316;6274;6885;6982;7139;8203;8693;9020;9342;
348;<10. 9. 3>;1;4931;5141;5263;5609;6288;7625;9149;
349;<3. 3. 4>;0;5047;6183;
350;<6. 5. 5>;0;5;1558;2433;3398;3690;5184;7073;
351;<10. 8. 7>;3;2501;7487;8007;8875;9759;9970;
352;<7. 6. 7>;2;279;810;819;3421;5291;5904;6952;8948;
353;<8. 5. 7>;1;1791;3124;3697;5713;6596;8003;
354;<2. 2. 6>;0;1221;2992;4616;7400;7529;
355;<7. 8. 1>;0;1427;2427;2790;3415;4217;4638;4877;5209;5263;5713;6616;7321;
356;<2. 6. 9>;0;197;502;1110;1352;2204;3581;7203;
357;<8. 8. 9>;10;427;468;2084;2330;4985;5128;5579;5854;6661;9210;9640;
358;<1. 8. 8>;1;380;2493;2973;4355;4629;4638;5286;5584;6391;9662;
359;<7. 2. 2>;0;4014;4043;4701;5480;5483;6889;7543;8022;8500;8548;9357;9903;
360;<8. 7. 3>;0;615;3966;4212;4608;5293;6295;6303;
361;<9. 9. 7>;3;1232;1475;5959;7454;7735;
362;<5. 8. 10>;6;1141;1791;3266;4833;4861;5420;5980;6101;8518;
363;<1. 3. 6>;0;762;2257;2943;6458;
364;<5. 7. 7>;0;909;1219;4151;6421;6516;9235;9441;
365;<1. 6. 4>;0;519;747;2811;3127;3704;4809;9368;9967;
366;<9. 1. 3>;0;799;6052;6414;9397;9959;
367;<5. 2. 1>;0;256;1086;3186;4179;4541;5174;6279;
368;<4. 8. 8>;0;1760;2809;3276;4690;7966;8119;8463;8673;9794;
369;<3. 1. 7>;0;497;857;3618;4096;5194;5757;7653;
370;<2. 7. 5>;0;186;986;5842;6337;6644;8042;8502;8552;8981;9387;
371;<3. 3. 4>;0;2046;5346;6420;6709;7768;8124;
372;<5. 7. 2>;0;180;5779;
373;<9. 6. 5>;1;575;606;648;1609;4745;5026;5881;7159;9171;9703;
374;<10. 7. 5>;0;3208;5380;6187;9846;
375;<6. 6. 4>;0;548;890;2133;3144;3230;4271;6085;7215;8564;8654;9153;
376;<5. 4. 10>;0;655;5283;6529;7850;9263;
377;<4. 5. 10>;1;127;961;1721;1831;2722;7034;7051;7141;8083;8126;
378;<2. 1. 3>;0;1169;2819;3713;4204;5924;5935;7836;
379;<7. 10. 4>;3;1882;2143;2930;3519;5086;6409;6695;6890;8312;8709;8841;9061;
380;<1. 8. 3>;0;970;3592;5587;7202;7477;8514;8859;9045;
381;<2. 6. 7>;0;2663;3507;4777;5696;6508;8200;8576;
382;<2. 5. 4>;0;1850;3117;3652;6349;7031;7660;8563;9500;9820;
383;<6. 2. 9>;0;2719;4767;7184;8531;9321;9601;
384;<5. 6. 5>;0;2876;4841;5156;5814;5960;6653;8154;
385;<8. 8. 9>;11;647;746;904;2681;2753;2913;3491;3802;3888;4382;4664;7545;8392;9551;
386;<6. 7. 8>;4;2517;2608;2836;4655;5729;7479;
387;<5. 10. 4>;0;245;1825;3546;7187;7618;7623;9588;
388;<7. 4. 6>;0;472;1462;2362;3625;5366;
389;<10. 2. 9>;2;879;2107;4187;9077;9573;
390;<8. 6. 2>;0;606;929;5018;5190;5414;6384;
391;<6. 1. 3>;0;92;1056;3880;7431;9247;
392;<7. 1. 10>;1;2394;4792;6630;7275;9417;9466;
393;<4. 4. 7>;0;5095;7286;7445;8053;8609;
